GEOCODIGO_MUNICIPIO,NOME_MUNICIPIO,LONGITUDE,LATITUDE
3149606,PEQUI,"-44,653442","-19,627987"
3149705,PERDIGÃO,"-45,079363","-19,955123"
3149804,PERDIZES,"-47,292008","-19,338658"
3149903,PERDÕES,"-45,093088","-21,094519"
3149952,PERIQUITO,"-42,234725","-19,154485"
3150000,PESCADOR,"-41,601623","-18,353629"
3150109,PIAU,"-43,329125","-21,504618"
3150158,PIEDADE DE CARATINGA,"-42,074264","-19,759213"
3150208,PIEDADE DE PONTE NOVA,"-42,735239","-20,247665"
3150307,PIEDADE DO RIO GRANDE,"-44,202502","-21,469733"
3150406,PIEDADE DOS GERAIS,"-44,227916","-20,46101"
3150505,PIMENTA,"-45,799087","-20,483195"
3150539,PINGO-D'ÁGUA,"-42,408666","-19,728608"
3150570,PINTÓPOLIS,"-45,149507","-16,05499"
3150604,PIRACEMA,"-44,478472","-20,508996"
3150703,PIRAJUBA,"-48,696638","-19,908505"
3150802,PIRANGA,"-43,287346","-20,685144"
3150901,PIRANGUÇU,"-45,493272","-22,526494"
3151008,PIRANGUINHO,"-45,534739","-22,411873"
3151107,PIRAPETINGA,"-42,348431","-21,655972"
3151206,PIRAPORA,"-44,951065","-17,349582"
3151305,PIRAÚBA,"-43,018131","-21,27655"
3151404,PITANGUI,"-44,890119","-19,680597"
3151503,PIUMHI,"-45,960569","-20,470883"
3151602,PLANURA,"-48,699919","-20,138663"
3151701,POÇO FUNDO,"-45,96497","-21,784693"
3151800,POÇOS DE CALDAS,"-46,56641","-21,787364"
3151909,POCRANE,"-41,629001","-19,620144"
3152006,POMPÉU,"-45,001871","-19,220957"
3152105,PONTE NOVA,"-42,909684","-20,416643"
3152131,PONTO CHIQUE,"-45,063135","-16,63304"
3152170,PONTO DOS VOLANTES,"-41,507808","-16,75452"
3152204,PORTEIRINHA,"-43,028523","-15,746838"
3152303,PORTO FIRME,"-43,091411","-20,668267"
3152402,POTÉ,"-41,788386","-17,801369"
3152501,POUSO ALEGRE,"-45,937144","-22,230303"
3152600,POUSO ALTO,"-44,975344","-22,190942"
3152709,PRADOS,"-44,07328","-21,056014"
3152808,PRATA,"-48,923846","-19,308211"
3152907,PRATÁPOLIS,"-46,860917","-20,744184"
3153004,PRATINHA,"-46,378449","-19,756945"
3153103,PRESIDENTE BERNARDES,"-43,190056","-20,765678"
3153202,PRESIDENTE JUSCELINO,"-44,054182","-18,640782"
3153301,PRESIDENTE KUBITSCHEK,"-43,557448","-18,61549"
3153400,PRESIDENTE OLEGÁRIO,"-46,417789","-18,414742"
3153509,ALTO JEQUITIBÁ,"-41,967175","-20,422927"
3153608,PRUDENTE DE MORAIS,"-44,158391","-19,48356"
3153707,QUARTEL GERAL,"-45,558863","-19,26769"
3153806,QUELUZITO,"-43,880027","-20,742384"
3153905,RAPOSOS,"-43,804774","-19,965599"
3154002,RAUL SOARES,"-42,454168","-20,101959"
3154101,RECREIO,"-42,471395","-21,533785"
3154150,REDUTO,"-41,985199","-20,24268"
3154200,RESENDE COSTA,"-44,239404","-20,917369"
3154309,RESPLENDOR,"-41,253967","-19,325484"
3154408,RESSAQUINHA,"-43,758706","-21,055301"
3154457,RIACHINHO,"-46,002747","-16,216826"
3154507,RIACHO DOS MACHADOS,"-43,044564","-15,998034"
3154606,RIBEIRÃO DAS NEVES,"-44,085824","-19,766022"
3154705,RIBEIRÃO VERMELHO,"-45,064782","-21,190414"
3154804,RIO ACIMA,"-43,790854","-20,09513"
3154903,RIO CASCA,"-42,65223","-20,226513"
3155009,RIO DOCE,"-42,895681","-20,244646"
3155108,RIO DO PRADO,"-40,571894","-16,609408"
3155207,RIO ESPERA,"-43,465333","-20,85808"
3155306,RIO MANSO,"-44,310205","-20,261682"
3155405,RIO NOVO,"-43,128669","-21,483249"
3155504,RIO PARANAÍBA,"-46,242753","-19,191238"
3155603,RIO PARDO DE MINAS,"-42,541232","-15,613078"
3155702,RIO PIRACICABA,"-43,179824","-19,954941"
3155801,RIO POMBA,"-43,177806","-21,272191"
3155900,RIO PRETO,"-43,829466","-22,086922"
3156007,RIO VERMELHO,"-43,022439","-18,301111"
3156106,RITÁPOLIS,"-44,323478","-21,023253"
3156205,ROCHEDO DE MINAS,"-43,022069","-21,63146"
3156304,RODEIRO,"-42,868676","-21,200705"
3156403,ROMARIA,"-47,581755","-18,88348"
3156452,ROSÁRIO DA LIMEIRA,"-42,50606","-20,981298"
3156502,RUBELITA,"-42,264762","-16,402966"
3156601,RUBIM,"-40,536941","-16,372974"
3156700,SABARÁ,"-43,825557","-19,892495"
3156809,SABINÓPOLIS,"-43,088204","-18,671815"
3156908,SACRAMENTO,"-47,436555","-19,863576"
3157005,SALINAS,"-42,293506","-16,169856"
3157104,SALTO DA DIVISA,"-39,950756","-15,997571"
3157203,SANTA BÁRBARA,"-43,405221","-19,965591"
3157252,SANTA BÁRBARA DO LESTE,"-42,140841","-19,975793"
3157278,SANTA BÁRBARA DO MONTE VERDE,"-43,701774","-21,957267"
3157302,SANTA BÁRBARA DO TUGÚRIO,"-43,558949","-21,246208"
3157336,SANTA CRUZ DE MINAS,"-44,223258","-21,119471"
3157377,SANTA CRUZ DE SALINAS,"-41,750355","-16,094356"
3157401,SANTA CRUZ DO ESCALVADO,"-42,818453","-20,238277"
3157500,SANTA EFIGÊNIA DE MINAS,"-42,439313","-18,819838"
3157609,SANTA FÉ DE MINAS,"-45,413633","-16,687373"
3157658,SANTA HELENA DE MINAS,"-40,686289","-16,936308"
3157708,SANTA JULIANA,"-47,527144","-19,311299"
3157807,SANTA LUZIA,"-43,850007","-19,767617"
3157906,SANTA MARGARIDA,"-42,252536","-20,377925"
3158003,SANTA MARIA DE ITABIRA,"-43,11015","-19,459011"
3158102,SANTA MARIA DO SALTO,"-40,146933","-16,247573"
3158201,SANTA MARIA DO SUAÇUÍ,"-42,417802","-18,192252"
3158300,SANTANA DA VARGEM,"-45,507121","-21,248962"
3158409,SANTANA DE CATAGUASES,"-42,554605","-21,284028"
3158508,SANTANA DE PIRAPAMA,"-44,038103","-19,006886"
3158607,SANTANA DO DESERTO,"-43,172318","-21,949692"
3158706,SANTANA DO GARAMBÉU,"-44,110873","-21,601832"
3158805,SANTANA DO JACARÉ,"-45,128049","-20,901677"
3158904,SANTANA DO MANHUAÇU,"-41,923497","-20,108546"
3158953,SANTANA DO PARAÍSO,"-42,552583","-19,369099"
3159001,SANTANA DO RIACHO,"-43,711459","-19,170092"
3159100,SANTANA DOS MONTES,"-43,705998","-20,789735"
3159209,SANTA RITA DE CALDAS,"-46,338626","-22,026435"
3159308,SANTA RITA DE JACUTINGA,"-44,100442","-22,148461"
3159357,SANTA RITA DE MINAS,"-42,131781","-19,87521"
3159407,SANTA RITA DE IBITIPOCA,"-43,916761","-21,56123"
3159506,SANTA RITA DO ITUETO,"-41,379278","-19,359813"
3159605,SANTA RITA DO SAPUCAÍ,"-45,703988","-22,25333"
3159704,SANTA ROSA DA SERRA,"-45,970664","-19,532621"
3159803,SANTA VITÓRIA,"-50,123465","-18,843948"
3159902,SANTO ANTÔNIO DO AMPARO,"-44,918675","-20,946249"
3160009,SANTO ANTÔNIO DO AVENTUREIRO,"-42,811637","-21,755828"
3160108,SANTO ANTÔNIO DO GRAMA,"-42,613899","-20,3125"
3160207,SANTO ANTÔNIO DO ITAMBÉ,"-43,303779","-18,468972"
3160306,SANTO ANTÔNIO DO JACINTO,"-40,175337","-16,537683"
3160405,SANTO ANTÔNIO DO MONTE,"-45,293936","-20,087219"
3160454,SANTO ANTÔNIO DO RETIRO,"-42,624377","-15,342634"
3160504,SANTO ANTÔNIO DO RIO ABAIXO,"-43,253057","-19,22568"
3160603,SANTO HIPÓLITO,"-44,221698","-18,28781"
3160702,SANTOS DUMONT,"-43,553752","-21,457532"
3160801,SÃO BENTO ABADE,"-45,075361","-21,579048"
3160900,SÃO BRÁS DO SUAÇUÍ,"-43,952675","-20,626504"
3160959,SÃO DOMINGOS DAS DORES,"-42,009508","-19,529446"
3161007,SÃO DOMINGOS DO PRATA,"-42,960363","-19,871028"
3161056,SÃO FÉLIX DE MINAS,"-41,490353","-18,586106"
3161106,SÃO FRANCISCO,"-44,861313","-15,952564"
3161205,SÃO FRANCISCO DE PAULA,"-44,982631","-20,713532"
3161304,SÃO FRANCISCO DE SALES,"-49,765566","-19,865114"
3161403,SÃO FRANCISCO DO GLÓRIA,"-42,268221","-20,792301"
3161502,SÃO GERALDO,"-42,837664","-20,920848"
3161601,SÃO GERALDO DA PIEDADE,"-42,289135","-18,844031"
3161650,SÃO GERALDO DO BAIXIO,"-41,363628","-18,918809"
3161700,SÃO GONÇALO DO ABAETÉ,"-45,834246","-18,341113"
3161809,SÃO GONÇALO DO PARÁ,"-44,857189","-19,985685"
3161908,SÃO GONÇALO DO RIO ABAIXO,"-43,34804","-19,831801"
3162005,SÃO GONÇALO DO SAPUCAÍ,"-45,594638","-21,891905"
3162104,SÃO GOTARDO,"-46,053144","-19,3127"
3162203,SÃO JOÃO BATISTA DO GLÓRIA,"-46,503461","-20,639037"
3162252,SÃO JOÃO DA LAGOA,"-44,349089","-16,852055"
3162302,SÃO JOÃO DA MATA,"-45,92653","-21,934853"
3162401,SÃO JOÃO DA PONTE,"-44,008955","-15,924513"
3162450,SÃO JOÃO DAS MISSÕES,"-44,081262","-14,882533"
3162500,SÃO JOÃO DEL REI,"-44,260973","-21,135509"
3162559,SÃO JOÃO DO MANHUAÇU,"-42,152158","-20,3955"
3162575,SÃO JOÃO DO MANTENINHA,"-41,158748","-18,727837"
3162609,SÃO JOÃO DO ORIENTE,"-42,15646","-19,337666"
3162658,SÃO JOÃO DO PACUÍ,"-44,529571","-16,538375"
3162708,SÃO JOÃO DO PARAÍSO,"-42,011422","-15,318438"
3162807,SÃO JOÃO EVANGELISTA,"-42,776048","-18,545187"
3162906,SÃO JOÃO NEPOMUCENO,"-43,011286","-21,535697"
3162922,SÃO JOAQUIM DE BICAS,"-44,266273","-20,063468"
3162948,SÃO JOSÉ DA BARRA,"-46,31933","-20,722091"
3162955,SÃO JOSÉ DA LAPA,"-43,959956","-19,698627"
3163003,SÃO JOSÉ DA SAFIRA,"-42,146411","-18,325117"
3163102,SÃO JOSÉ DA VARGINHA,"-44,56106","-19,704806"
3163201,SÃO JOSÉ DO ALEGRE,"-45,530188","-22,329055"
3163300,SÃO JOSÉ DO DIVINO,"-41,391209","-18,483263"
3163409,SÃO JOSÉ DO GOIABAL,"-42,70986","-19,927983"
3163508,SÃO JOSÉ DO JACURI,"-42,666627","-18,275811"
3163607,SÃO JOSÉ DO MANTIMENTO,"-41,749073","-20,005999"
3163706,SÃO LOURENÇO,"-45,053373","-22,117769"
3163805,SÃO MIGUEL DO ANTA,"-42,720899","-20,705918"
3163904,SÃO PEDRO DA UNIÃO,"-46,621327","-21,133458"
3164001,SÃO PEDRO DOS FERROS,"-42,523901","-20,17191"
3164100,SÃO PEDRO DO SUAÇUÍ,"-42,600232","-18,365506"
3164209,SÃO ROMÃO,"-45,069135","-16,368639"
3164308,SÃO ROQUE DE MINAS,"-46,368995","-20,250671"
3164407,SÃO SEBASTIÃO DA BELA VISTA,"-45,754789","-22,155006"
3164431,SÃO SEBASTIÃO DA VARGEM ALEGRE,"-42,638666","-21,07383"
3164472,SÃO SEBASTIÃO DO ANTA,"-41,979599","-19,500107"
3164506,SÃO SEBASTIÃO DO MARANHÃO,"-42,565746","-18,091372"
3164605,SÃO SEBASTIÃO DO OESTE,"-45,003134","-20,274095"
3164704,SÃO SEBASTIÃO DO PARAÍSO,"-46,986472","-20,918065"
3164803,SÃO SEBASTIÃO DO RIO PRETO,"-43,174734","-19,285767"
3164902,SÃO SEBASTIÃO DO RIO VERDE,"-44,977736","-22,215056"
3165008,SÃO TIAGO,"-44,503992","-20,900946"
3165107,SÃO TOMÁS DE AQUINO,"-47,096783","-20,784994"
3165206,SÃO THOMÉ DAS LETRAS,"-44,987008","-21,720723"
3165305,SÃO VICENTE DE MINAS,"-44,454684","-21,697472"
3165404,SAPUCAÍ-MIRIM,"-45,740926","-22,751596"
3165503,SARDOÁ,"-42,366129","-18,783265"
3165537,SARZEDO,"-44,145867","-20,034535"
3165552,SETUBINHA,"-42,166438","-17,597019"
3165560,SEM-PEIXE,"-42,841902","-20,102536"
3165578,SENADOR AMARAL,"-46,180234","-22,588722"
3165602,SENADOR CORTES,"-42,944332","-21,802517"
3165701,SENADOR FIRMINO,"-43,10413","-20,91806"
3165800,SENADOR JOSÉ BENTO,"-46,179473","-22,166607"
3165909,SENADOR MODESTINO GONÇALVES,"-43,222975","-17,946025"
3166006,SENHORA DE OLIVEIRA,"-43,337732","-20,7939"
3166105,SENHORA DO PORTO,"-43,081756","-18,898008"
3166204,SENHORA DOS REMÉDIOS,"-43,586382","-21,033083"
3166303,SERICITA,"-42,482007","-20,471555"
3166402,SERITINGA,"-44,521445","-21,911349"
3166501,SERRA AZUL DE MINAS,"-43,174459","-18,36228"
3166600,SERRA DA SAUDADE,"-45,79659","-19,440562"
3166709,SERRA DOS AIMORÉS,"-40,243169","-17,785747"
3166808,SERRA DO SALITRE,"-46,692109","-19,111796"
3166907,SERRANIA,"-46,043145","-21,546681"
3166956,SERRANÓPOLIS DE MINAS,"-42,874386","-15,808784"
3167004,SERRANOS,"-44,506754","-21,888782"
3167103,SERRO,"-43,388631","-18,604442"
3167202,SETE LAGOAS,"-44,239595","-19,458287"
3167301,SILVEIRÂNIA,"-43,217878","-21,164638"
3167400,SILVIANÓPOLIS,"-45,832447","-22,027997"
3167509,SIMÃO PEREIRA,"-43,314956","-21,964857"
3167608,SIMONÉSIA,"-42,003857","-20,12203"
3167707,SOBRÁLIA,"-42,098654","-19,235549"
3167806,SOLEDADE DE MINAS,"-45,041023","-22,059206"
3167905,TABULEIRO,"-43,245605","-21,357578"
3168002,TAIOBEIRAS,"-42,227916","-15,811521"
3168051,TAPARUBA,"-41,615858","-19,76147"
3168101,TAPIRA,"-46,821915","-19,925579"
3168200,TAPIRAÍ,"-46,01857","-19,885806"
3168309,TAQUARAÇU DE MINAS,"-43,687143","-19,673848"
3168408,TARUMIRIM,"-42,007735","-19,281495"
3168507,TEIXEIRAS,"-42,862644","-20,649067"
3168606,TEÓFILO OTONI,"-41,509635","-17,86254"
3168705,TIMÓTEO,"-42,643942","-19,58405"
3168804,TIRADENTES,"-44,172692","-21,107043"
3168903,TIROS,"-45,963551","-19,003917"
3169000,TOCANTINS,"-43,0187","-21,17555"
3169059,TOCOS DO MOJI,"-46,096447","-22,371646"
3169109,TOLEDO,"-46,378973","-22,743395"
3169208,TOMBOS,"-42,014682","-20,902589"
3169307,TRÊS CORAÇÕES,"-45,254937","-21,695966"
3169356,TRÊS MARIAS,"-45,225735","-18,205921"
3169406,TRÊS PONTAS,"-45,515475","-21,36877"
3169505,TUMIRITINGA,"-41,63798","-18,976608"
3169604,TUPACIGUARA,"-48,693736","-18,599353"
3169703,TURMALINA,"-42,730415","-17,286412"
3169802,TURVOLÂNDIA,"-45,796736","-21,879389"
3169901,UBÁ,"-42,936786","-21,118597"
3170008,UBAÍ,"-44,787086","-16,297405"
3170057,UBAPORANGA,"-42,109216","-19,641362"
3170107,UBERABA,"-47,983625","-19,713535"
3170206,UBERLÂNDIA,"-48,27795","-18,918999"
3170305,UMBURATIBA,"-40,572645","-17,253607"
3170404,UNAÍ,"-46,899957","-16,359008"
3170438,UNIÃO DE MINAS,"-50,330803","-19,529737"
3170479,URUANA DE MINAS,"-46,256229","-16,060025"
3170503,URUCÂNIA,"-42,741228","-20,35087"
3170529,URUCUIA,"-45,737028","-16,132091"
3170578,VARGEM ALEGRE,"-42,299815","-19,60072"
3170602,VARGEM BONITA,"-46,372457","-20,326777"
3170651,VARGEM GRANDE DO RIO PARDO,"-42,309291","-15,402401"
3170701,VARGINHA,"-45,431886","-21,55708"
3170750,VARJÃO DE MINAS,"-46,033502","-18,383704"
3170800,VÁRZEA DA PALMA,"-44,730347","-17,59757"
3170909,VARZELÂNDIA,"-44,027948","-15,708871"
3171006,VAZANTE,"-46,901967","-17,991038"
3171030,VERDELÂNDIA,"-43,606022","-15,594542"
3171071,VEREDINHA,"-42,73593","-17,393969"
3171105,VERÍSSIMO,"-48,303711","-19,669358"
3171154,VERMELHO NOVO,"-42,268346","-20,034766"
3171204,VESPASIANO,"-43,919915","-19,69303"
3171303,VIÇOSA,"-42,879477","-20,752072"
3171402,VIEIRAS,"-42,245804","-20,865341"
3171501,MATHIAS LOBATO,"-41,92336","-18,579589"
3171600,VIRGEM DA LAPA,"-42,343281","-16,802149"
3171709,VIRGÍNIA,"-45,095425","-22,336972"
3171808,VIRGINÓPOLIS,"-42,714804","-18,82514"
3171907,VIRGOLÂNDIA,"-42,31081","-18,476062"
3172004,VISCONDE DO RIO BRANCO,"-42,839389","-21,01199"
3172103,VOLTA GRANDE,"-42,541285","-21,770711"
3172202,WENCESLAU BRAZ,"-45,356774","-22,529013"
3200102,AFONSO CLÁUDIO,"-41,12546","-20,07704"
3200136,ÁGUIA BRANCA,"-40,736638","-18,987361"
3200169,ÁGUA DOCE DO NORTE,"-40,976456","-18,545546"
3200201,ALEGRE,"-41,536488","-20,763265"
3200300,ALFREDO CHAVES,"-40,76005","-20,630348"
3200359,ALTO RIO NOVO,"-41,018684","-19,0575"
3200409,ANCHIETA,"-40,647659","-20,805613"
3200508,APIACÁ,"-41,56338","-21,156448"
3200607,ARACRUZ,"-40,276223","-19,823278"
3200706,ATILIO VIVACQUA,"-41,191242","-20,915897"
3200805,BAIXO GUANDU,"-41,012068","-19,514246"
3200904,BARRA DE SÃO FRANCISCO,"-40,890399","-18,759089"
3201001,BOA ESPERANÇA,"-40,302956","-18,538715"
3201100,BOM JESUS DO NORTE,"-41,675811","-21,129342"
3201159,BREJETUBA,"-41,289677","-20,157034"
3201209,CACHOEIRO DE ITAPEMIRIM,"-41,111919","-20,850112"
3201308,CARIACICA,"-40,390559","-20,294678"
3201407,CASTELO,"-41,202213","-20,602065"
3201506,COLATINA,"-40,630318","-19,53627"
3201605,CONCEIÇÃO DA BARRA,"-39,727474","-18,598462"
3201704,CONCEIÇÃO DO CASTELO,"-41,245348","-20,365581"
3201803,DIVINO DE SÃO LOURENÇO,"-41,679976","-20,620471"
3201902,DOMINGOS MARTINS,"-40,659396","-20,364239"
3202009,DORES DO RIO PRETO,"-41,849577","-20,692894"
3202108,ECOPORANGA,"-40,830081","-18,375252"
3202207,FUNDÃO,"-40,403765","-19,933447"
3202256,GOVERNADOR LINDENBERG,"-40,457766","-19,252807"
3202306,GUAÇUÍ,"-41,679496","-20,775338"
3202405,GUARAPARI,"-40,495021","-20,665975"
3202454,IBATIBA,"-41,507208","-20,23402"
3202504,IBIRAÇU,"-40,371666","-19,83188"
3202553,IBITIRAMA,"-41,659412","-20,538731"
3202603,ICONHA,"-40,811221","-20,797145"
3202652,IRUPI,"-41,647528","-20,348597"
3202702,ITAGUAÇU,"-40,856598","-19,802508"
3202801,ITAPEMIRIM,"-40,836145","-21,0111"
3202900,ITARANA,"-40,879791","-19,872348"
3203007,IÚNA,"-41,532889","-20,3486"
3203056,JAGUARÉ,"-40,086141","-18,900436"
3203106,JERÔNIMO MONTEIRO,"-41,402935","-20,797698"
3203130,JOÃO NEIVA,"-40,38088","-19,752959"
3203163,LARANJA DA TERRA,"-41,055244","-19,898693"
3203205,LINHARES,"-40,065306","-19,398106"
3203304,MANTENÓPOLIS,"-41,117737","-18,861179"
3203320,MARATAÍZES,"-40,830187","-21,042996"
3203346,MARECHAL FLORIANO,"-40,680383","-20,426709"
3203353,MARILÂNDIA,"-40,550951","-19,412813"
3203403,MIMOSO DO SUL,"-41,364425","-21,065374"
3203502,MONTANHA,"-40,363421","-18,126857"
3203601,MUCURICI,"-40,517927","-18,097236"
3203700,MUNIZ FREIRE,"-41,417514","-20,456546"
3203809,MUQUI,"-41,346214","-20,953692"
3203908,NOVA VENÉCIA,"-40,401548","-18,712906"
3204005,PANCAS,"-40,856003","-19,22442"
3204054,PEDRO CANÁRIO,"-39,954937","-18,297192"
3204104,PINHEIROS,"-40,217728","-18,413323"
3204203,PIÚMA,"-40,727981","-20,837609"
3204252,PONTO BELO,"-40,538134","-18,129126"
3204302,PRESIDENTE KENNEDY,"-41,051896","-21,100148"
3204351,RIO BANANAL,"-40,322478","-19,277086"
3204401,RIO NOVO DO SUL,"-40,936228","-20,864586"
3204500,SANTA LEOPOLDINA,"-40,53321","-20,098891"
3204559,SANTA MARIA DE JETIBÁ,"-40,741618","-20,028814"
3204609,SANTA TERESA,"-40,598998","-19,937714"
3204658,SÃO DOMINGOS DO NORTE,"-40,621878","-19,148169"
3204708,SÃO GABRIEL DA PALHA,"-40,5296","-19,021965"
3204807,SÃO JOSÉ DO CALÇADO,"-41,656088","-21,02613"
3204906,SÃO MATEUS,"-39,858201","-18,718447"
3204955,SÃO ROQUE DO CANAÃ,"-40,643139","-19,725307"
3205002,SERRA,"-40,275217","-20,15677"
3205010,SOORETAMA,"-40,096491","-19,19195"
3205036,VARGEM ALTA,"-41,007148","-20,671678"
3205069,VENDA NOVA DO IMIGRANTE,"-41,129053","-20,331518"
3205101,VIANA,"-40,495624","-20,390863"
3205150,VILA PAVÃO,"-40,602411","-18,620803"
3205176,VILA VALÉRIO,"-40,39059","-18,993617"
3205200,VILA VELHA,"-40,293957","-20,338374"
3205309,VITÓRIA,"-40,322209","-20,320154"
3300100,ANGRA DOS REIS,"-44,319627","-23,009116"
3300159,APERIBÉ,"-42,104917","-21,619422"
3300209,ARARUAMA,"-42,341096","-22,877438"
3300225,AREAL,"-43,10107","-22,236912"
3300233,ARMAÇÃO DOS BÚZIOS,"-41,887749","-22,757764"
3300258,ARRAIAL DO CABO,"-42,028336","-22,967638"
3300308,BARRA DO PIRAÍ,"-43,828452","-22,469596"
3300407,BARRA MANSA,"-44,172431","-22,545301"
3300456,BELFORD ROXO,"-43,399625","-22,764556"
3300506,BOM JARDIM,"-42,417211","-22,153305"
3300605,BOM JESUS DO ITABAPOANA,"-41,67768","-21,134497"
3300704,CABO FRIO,"-42,020075","-22,880765"
3300803,CACHOEIRAS DE MACACU,"-42,663164","-22,467571"
3300902,CAMBUCI,"-41,908636","-21,577277"
3300936,CARAPEBUS,"-41,664011","-22,182595"
3300951,COMENDADOR LEVY GASPARIAN,"-43,217224","-22,033359"
3301009,CAMPOS DOS GOYTACAZES,"-41,330476","-21,751899"
3301108,CANTAGALO,"-42,365978","-21,98184"
3301157,CARDOSO MOREIRA,"-41,613296","-21,496157"
3301207,CARMO,"-42,609718","-21,929312"
3301306,CASIMIRO DE ABREU,"-42,204211","-22,479537"
3301405,CONCEIÇÃO DE MACABU,"-41,867759","-22,087872"
3301504,CORDEIRO,"-42,363031","-22,027777"
3301603,DUAS BARRAS,"-42,515098","-22,058906"
3301702,DUQUE DE CAXIAS,"-43,309888","-22,785253"
3301801,ENGENHEIRO PAULO DE FRONTIN,"-43,679477","-22,543685"
3301850,GUAPIMIRIM,"-42,97833","-22,519596"
3301876,IGUABA GRANDE,"-42,222125","-22,839057"
3301900,ITABORAÍ,"-42,860343","-22,745863"
3302007,ITAGUAÍ,"-43,775041","-22,871251"
3302056,ITALVA,"-41,690965","-21,425103"
3302106,ITAOCARA,"-42,07773","-21,670503"
3302205,ITAPERUNA,"-41,886203","-21,210591"
3302254,ITATIAIA,"-44,562772","-22,497015"
3302270,JAPERI,"-43,653786","-22,644819"
3302304,LAJE DO MURIAÉ,"-42,131174","-21,205721"
3302403,MACAÉ,"-41,775064","-22,368705"
3302452,MACUCO,"-42,257074","-21,99023"
3302502,MAGÉ,"-43,040246","-22,654349"
3302601,MANGARATIBA,"-44,041127","-22,961712"
3302700,MARICÁ,"-42,819824","-22,916955"
3302809,MENDES,"-43,721487","-22,517423"
3302858,MESQUITA,"-43,429224","-22,768088"
3302908,MIGUEL PEREIRA,"-43,474676","-22,455427"
3303005,MIRACEMA,"-42,198411","-21,411163"
3303104,NATIVIDADE,"-41,97644","-21,043757"
3303203,NILÓPOLIS,"-43,41661","-22,807514"
3303302,NITERÓI,"-43,075823","-22,896452"
3303401,NOVA FRIBURGO,"-42,532771","-22,286461"
3303500,NOVA IGUAÇU,"-43,450345","-22,759835"
3303609,PARACAMBI,"-43,709385","-22,609727"
3303708,PARAÍBA DO SUL,"-43,289544","-22,161982"
3303807,PARATY,"-44,710859","-23,219414"
3303856,PATY DO ALFERES,"-43,424871","-22,427415"
3303906,PETRÓPOLIS,"-43,177337","-22,510599"
3303955,PINHEIRAL,"-44,000355","-22,515674"
3304003,PIRAÍ,"-43,899351","-22,628757"
3304102,PORCIÚNCULA,"-42,040156","-20,962608"
3304110,PORTO REAL,"-44,296901","-22,432948"
3304128,QUATIS,"-44,262711","-22,409919"
3304144,QUEIMADOS,"-43,55567","-22,71743"
3304151,QUISSAMÃ,"-41,472509","-22,10664"
3304201,RESENDE,"-44,443613","-22,471184"
3304300,RIO BONITO,"-42,625998","-22,711272"
3304409,RIO CLARO,"-44,139406","-22,731727"
3304508,RIO DAS FLORES,"-43,576433","-22,171862"
3304524,RIO DAS OSTRAS,"-41,936967","-22,523941"
3304557,RIO DE JANEIRO,"-43,227875","-22,876652"
3304607,SANTA MARIA MADALENA,"-42,014445","-21,966094"
3304706,SANTO ANTÔNIO DE PÁDUA,"-42,177912","-21,535977"
3304755,SÃO FRANCISCO DE ITABAPOANA,"-41,11772","-21,480138"
3304805,SÃO FIDÉLIS,"-41,755592","-21,643627"
3304904,SÃO GONÇALO,"-43,032335","-22,829547"
3305000,SÃO JOÃO DA BARRA,"-41,050348","-21,640458"
3305109,SÃO JOÃO DE MERITI,"-43,371885","-22,802331"
3305133,SÃO JOSÉ DE UBÁ,"-41,941232","-21,360221"
3305158,SÃO JOSÉ DO VALE DO RIO PRETO,"-42,923368","-22,14974"
3305208,SÃO PEDRO DA ALDEIA,"-42,103529","-22,837203"
3305307,SÃO SEBASTIÃO DO ALTO,"-42,13022","-21,954463"
3305406,SAPUCAIA,"-42,914175","-21,993956"
3305505,SAQUAREMA,"-42,496694","-22,931127"
3305554,SEROPÉDICA,"-43,701925","-22,743011"
3305604,SILVA JARDIM,"-42,389826","-22,65433"
3305703,SUMIDOURO,"-42,678626","-22,050669"
3305752,TANGUÁ,"-42,721172","-22,733937"
3305802,TERESÓPOLIS,"-42,962957","-22,409005"
3305901,TRAJANO DE MORAES,"-42,054815","-22,06138"
3306008,TRÊS RIOS,"-43,211609","-22,117448"
3306107,VALENÇA,"-43,704844","-22,244719"
3306156,VARRE-SAI,"-41,863295","-20,929298"
3306206,VASSOURAS,"-43,663874","-22,409008"
3306305,VOLTA REDONDA,"-44,093522","-22,509968"
3500105,ADAMANTINA,"-51,073365","-21,688311"
3500204,ADOLFO,"-49,649721","-21,23273"
3500303,AGUAÍ,"-46,979693","-22,059684"
3500402,ÁGUAS DA PRATA,"-46,716767","-21,934829"
3500501,ÁGUAS DE LINDÓIA,"-46,631779","-22,473822"
3500550,ÁGUAS DE SANTA BÁRBARA,"-49,238608","-22,869149"
3500600,ÁGUAS DE SÃO PEDRO,"-47,883975","-22,59734"
3500709,AGUDOS,"-48,990156","-22,474037"
3500758,ALAMBARI,"-47,893588","-23,553899"
3500808,ALFREDO MARCONDES,"-51,412938","-21,952741"
3500907,ALTAIR,"-49,060111","-20,523305"
3501004,ALTINÓPOLIS,"-47,37328","-21,024583"
3501103,ALTO ALEGRE,"-50,163597","-21,581689"
3501152,ALUMÍNIO,"-47,259057","-23,533373"
3501202,ÁLVARES FLORENCE,"-49,911185","-20,319876"
3501301,ÁLVARES MACHADO,"-51,468797","-22,077779"
