GEOCODIGO_MUNICIPIO,NOME_MUNICIPIO,LONGITUDE,LATITUDE
2511509,PILAR,"-35,25988","-7,259888"
2511608,PILÕES,"-35,615541","-6,869221"
2511707,PILÕEZINHOS,"-35,530586","-6,840569"
2511806,PIRPIRITUBA,"-35,497716","-6,7808"
2511905,PITIMBU,"-34,81393","-7,482413"
2512002,POCINHOS,"-36,056442","-7,078617"
2512036,POÇO DANTAS,"-38,497166","-6,407176"
2512077,POÇO DE JOSÉ DE MOURA,"-38,51","-6,576919"
2512101,POMBAL,"-37,798267","-6,769855"
2512200,PRATA,"-37,082334","-7,696983"
2512309,PRINCESA ISABEL,"-37,993664","-7,733866"
2512408,PUXINANÃ,"-35,958494","-7,148907"
2512507,QUEIMADAS,"-35,899434","-7,360792"
2512606,QUIXABÁ,"-37,147099","-7,030818"
2512705,REMÍGIO,"-35,795833","-6,966293"
2512721,PEDRO RÉGIS,"-35,293006","-6,644471"
2512747,RIACHÃO,"-35,662722","-6,542677"
2512754,RIACHÃO DO BACAMARTE,"-35,655388","-7,250595"
2512762,RIACHÃO DO POÇO,"-35,261243","-7,151504"
2512788,RIACHO DE SANTO ANTÔNIO,"-36,15671","-7,690295"
2512804,RIACHO DOS CAVALOS,"-37,653835","-6,436494"
2512903,RIO TINTO,"-35,078852","-6,808449"
2513000,SALGADINHO,"-36,845503","-7,103035"
2513109,SALGADO DE SÃO FÉLIX,"-35,443302","-7,355357"
2513158,SANTA CECÍLIA,"-35,877474","-7,742906"
2513208,SANTA CRUZ,"-38,060556","-6,535014"
2513307,SANTA HELENA,"-38,64279","-6,718694"
2513356,SANTA INÊS,"-38,5596","-7,62778"
2513406,SANTA LUZIA,"-36,921678","-6,871863"
2513505,SANTANA DE MANGUEIRA,"-38,332581","-7,551213"
2513604,SANTANA DOS GARROTES,"-37,985043","-7,387644"
2513653,SANTARÉM,"-38,479152","-6,484055"
2513703,SANTA RITA,"-34,965839","-7,138085"
2513802,SANTA TERESINHA,"-37,441718","-7,084192"
2513851,SANTO ANDRÉ,"-36,630975","-7,220489"
2513901,SÃO BENTO,"-37,44935","-6,489308"
2513927,SÃO BENTINHO,"-37,722721","-6,890309"
2513943,SÃO DOMINGOS DO CARIRI,"-36,435929","-7,632991"
2513968,SÃO DOMINGOS,"-37,942603","-6,815925"
2513984,SÃO FRANCISCO,"-38,097141","-6,61928"
2514008,SÃO JOÃO DO CARIRI,"-36,531521","-7,390201"
2514107,SÃO JOÃO DO TIGRE,"-36,845743","-8,081043"
2514206,SÃO JOSÉ DA LAGOA TAPADA,"-38,15777","-6,944231"
2514305,SÃO JOSÉ DE CAIANA,"-38,297823","-7,24916"
2514404,SÃO JOSÉ DE ESPINHARAS,"-37,325115","-6,84418"
2514453,SÃO JOSÉ DOS RAMOS,"-35,377961","-7,247127"
2514503,SÃO JOSÉ DE PIRANHAS,"-38,501075","-7,12087"
2514552,SÃO JOSÉ DE PRINCESA,"-38,098803","-7,742969"
2514602,SÃO JOSÉ DO BONFIM,"-37,309245","-7,160915"
2514651,SÃO JOSÉ DO BREJO DO CRUZ,"-37,35383","-6,212915"
2514701,SÃO JOSÉ DO SABUGI,"-36,797493","-6,775531"
2514800,SÃO JOSÉ DOS CORDEIROS,"-36,802778","-7,392643"
2514909,SÃO MAMEDE,"-37,094857","-6,930228"
2515005,SÃO MIGUEL DE TAIPU,"-35,210451","-7,249234"
2515104,SÃO SEBASTIÃO DE LAGOA DE ROÇA,"-35,866414","-7,100946"
2515203,SÃO SEBASTIÃO DO UMBUZEIRO,"-37,008417","-8,157119"
2515302,SAPÉ,"-35,230433","-7,087111"
2515401,SERIDÓ,"-36,410764","-6,856909"
2515500,SERRA BRANCA,"-36,655667","-7,480503"
2515609,SERRA DA RAIZ,"-35,442739","-6,685518"
2515708,SERRA GRANDE,"-38,374895","-7,214148"
2515807,SERRA REDONDA,"-35,67427","-7,182549"
2515906,SERRARIA,"-35,644143","-6,817089"
2515930,SERTÃOZINHO,"-35,441751","-6,750798"
2515971,SOBRADO,"-35,238195","-7,144576"
2516003,SOLÂNEA,"-35,656158","-6,759898"
2516102,SOLEDADE,"-36,362665","-7,058741"
2516151,SOSSÊGO,"-36,248224","-6,767528"
2516201,SOUSA,"-38,229605","-6,763378"
2516300,SUMÉ,"-36,880276","-7,671054"
2516409,TACIMA,"-35,638837","-6,488917"
2516508,TAPEROÁ,"-36,828999","-7,209539"
2516607,TAVARES,"-37,878592","-7,635708"
2516706,TEIXEIRA,"-37,251562","-7,223703"
2516755,TENÓRIO,"-36,628","-6,93826"
2516805,TRIUNFO,"-38,598098","-6,576836"
2516904,UIRAÚNA,"-38,407027","-6,524927"
2517001,UMBUZEIRO,"-35,671471","-7,698206"
2517100,VÁRZEA,"-36,992721","-6,770807"
2517209,VIEIRÓPOLIS,"-38,277843","-6,545714"
2517407,ZABELÊ,"-37,093552","-8,076874"
2600054,ABREU E LIMA,"-34,899131","-7,904449"
2600104,AFOGADOS DA INGAZEIRA,"-37,637686","-7,748328"
2600203,AFRÂNIO,"-41,005797","-8,511091"
2600302,AGRESTINA,"-35,946777","-8,455973"
2600401,ÁGUA PRETA,"-35,518557","-8,709123"
2600500,ÁGUAS BELAS,"-37,121957","-9,11459"
2600609,ALAGOINHA,"-36,775456","-8,466271"
2600708,ALIANÇA,"-35,228501","-7,60473"
2600807,ALTINHO,"-36,0597","-8,489593"
2600906,AMARAJI,"-35,450773","-8,378487"
2601003,ANGELIM,"-36,284814","-8,890374"
2601052,ARAÇOIABA,"-35,093967","-7,785642"
2601102,ARARIPINA,"-40,502461","-7,578142"
2601201,ARCOVERDE,"-37,056506","-8,423941"
2601300,BARRA DE GUABIRABA,"-35,662819","-8,420935"
2601409,BARREIROS,"-35,199086","-8,814138"
2601508,BELÉM DE MARIA,"-35,839924","-8,621202"
2601607,BELÉM DO SÃO FRANCISCO,"-38,9616","-8,751463"
2601706,BELO JARDIM,"-36,420035","-8,335295"
2601805,BETÂNIA,"-38,038738","-8,269841"
2601904,BEZERROS,"-35,754488","-8,23536"
2602001,BODOCÓ,"-39,936163","-7,779343"
2602100,BOM CONSELHO,"-36,679314","-9,163383"
2602209,BOM JARDIM,"-35,58714","-7,799512"
2602308,BONITO,"-35,728528","-8,472261"
2602407,BREJÃO,"-36,564697","-9,027249"
2602506,BREJINHO,"-37,287335","-7,345671"
2602605,BREJO DA MADRE DE DEUS,"-36,370391","-8,148957"
2602704,BUENOS AIRES,"-35,32957","-7,724372"
2602803,BUÍQUE,"-37,156988","-8,622059"
2602902,CABO DE SANTO AGOSTINHO,"-35,038489","-8,289864"
2603009,CABROBÓ,"-39,309841","-8,515105"
2603108,CACHOEIRINHA,"-36,235991","-8,486831"
2603207,CAETÉS,"-36,624804","-8,775595"
2603306,CALÇADO,"-36,333288","-8,738378"
2603405,CALUMBI,"-38,153746","-7,938427"
2603454,CAMARAGIBE,"-34,995721","-8,020522"
2603504,CAMOCIM DE SÃO FÉLIX,"-35,765195","-8,362138"
2603603,CAMUTANGA,"-35,282791","-7,407082"
2603702,CANHOTINHO,"-36,193575","-8,883871"
2603801,CAPOEIRAS,"-36,623798","-8,736143"
2603900,CARNAÍBA,"-37,793399","-7,803058"
2603926,CARNAUBEIRA DA PENHA,"-38,743422","-8,320608"
2604007,CARPINA,"-35,258061","-7,846887"
2604106,CARUARU,"-35,967073","-8,285898"
2604155,CASINHAS,"-35,725323","-7,743207"
2604205,CATENDE,"-35,721667","-8,670308"
2604304,CEDRO,"-39,237138","-7,717469"
2604403,CHÃ DE ALEGRIA,"-35,213727","-7,997901"
2604502,CHÃ GRANDE,"-35,464741","-8,240113"
2604601,CONDADO,"-35,104118","-7,589382"
2604700,CORRENTES,"-36,329702","-9,128666"
2604809,CORTÊS,"-35,541587","-8,475151"
2604908,CUMARU,"-35,694699","-8,015032"
2605004,CUPIRA,"-35,950257","-8,611283"
2605103,CUSTÓDIA,"-37,641097","-8,089002"
2605152,DORMENTES,"-40,770736","-8,448657"
2605202,ESCADA,"-35,236157","-8,362522"
2605301,EXU,"-39,722728","-7,516307"
2605400,FEIRA NOVA,"-35,390598","-7,948728"
2605459,FERNANDO DE NORONHA,"-32,435186","-3,852021"
2605509,FERREIROS,"-35,24407","-7,445494"
2605608,FLORES,"-37,971456","-7,861714"
2605707,FLORESTA,"-38,571239","-8,600827"
2605806,FREI MIGUELINHO,"-35,923128","-7,944458"
2605905,GAMELEIRA,"-35,386611","-8,583836"
2606002,GARANHUNS,"-36,49305","-8,888906"
2606101,GLÓRIA DO GOITÁ,"-35,292322","-7,999608"
2606200,GOIANA,"-34,998376","-7,559232"
2606309,GRANITO,"-39,619286","-7,709253"
2606408,GRAVATÁ,"-35,571492","-8,206"
2606507,IATI,"-36,847276","-9,045709"
2606606,IBIMIRIM,"-37,690047","-8,538762"
2606705,IBIRAJUBA,"-36,180463","-8,580535"
2606804,IGARASSU,"-34,910583","-7,828372"
2606903,IGUARACI,"-37,518821","-7,844774"
2607000,INAJÁ,"-37,824485","-8,902046"
2607109,INGAZEIRA,"-37,45767","-7,677797"
2607208,IPOJUCA,"-35,063472","-8,396987"
2607307,IPUBI,"-40,150209","-7,649705"
2607406,ITACURUBA,"-38,686342","-8,724515"
2607505,ITAÍBA,"-37,418948","-8,940054"
2607604,ILHA DE ITAMARACÁ,"-34,823951","-7,746573"
2607653,ITAMBÉ,"-35,110627","-7,409264"
2607703,ITAPETIM,"-37,188439","-7,378429"
2607752,ITAPISSUMA,"-34,889271","-7,774035"
2607802,ITAQUITINGA,"-35,102615","-7,666394"
2607901,JABOATÃO DOS GUARARAPES,"-34,921173","-8,165391"
2607950,JAQUEIRA,"-35,797395","-8,72797"
2608008,JATAÚBA,"-36,498829","-7,987258"
2608057,JATOBÁ,"-38,275038","-9,18507"
2608107,JOÃO ALFREDO,"-35,591502","-7,860189"
2608206,JOAQUIM NABUCO,"-35,529242","-8,626898"
2608255,JUCATI,"-36,490387","-8,707029"
2608305,JUPI,"-36,411734","-8,706097"
2608404,JUREMA,"-36,135954","-8,719667"
2608453,LAGOA DO CARRO,"-35,312602","-7,844232"
2608503,LAGOA DE ITAENGA,"-35,292804","-7,932378"
2608602,LAGOA DO OURO,"-36,464317","-9,124172"
2608701,LAGOA DOS GATOS,"-35,907121","-8,649255"
2608750,LAGOA GRANDE,"-40,270725","-8,995051"
2608800,LAJEDO,"-36,321497","-8,662857"
2608909,LIMOEIRO,"-35,455261","-7,880198"
2609006,MACAPARANA,"-35,449875","-7,555681"
2609105,MACHADOS,"-35,514141","-7,688572"
2609154,MANARI,"-37,626823","-8,960108"
2609204,MARAIAL,"-35,814118","-8,783078"
2609303,MIRANDIBA,"-38,734565","-8,120244"
2609402,MORENO,"-35,094869","-8,118695"
2609501,NAZARÉ DA MATA,"-35,221339","-7,737688"
2609600,OLINDA,"-34,86131","-7,99266"
2609709,OROBÓ,"-35,602982","-7,737895"
2609808,OROCÓ,"-39,595246","-8,617946"
2609907,OURICURI,"-40,081463","-7,883152"
2610004,PALMARES,"-35,588336","-8,679083"
2610103,PALMEIRINA,"-36,327311","-9,001683"
2610202,PANELAS,"-36,001576","-8,667242"
2610301,PARANATAMA,"-36,658429","-8,920145"
2610400,PARNAMIRIM,"-39,575787","-8,090138"
2610509,PASSIRA,"-35,581685","-7,978884"
2610608,PAUDALHO,"-35,179151","-7,897135"
2610707,PAULISTA,"-34,884792","-7,943188"
2610806,PEDRA,"-36,942798","-8,498477"
2610905,PESQUEIRA,"-36,695515","-8,355456"
2611002,PETROLÂNDIA,"-38,220734","-8,977343"
2611101,PETROLINA,"-40,499999","-9,397376"
2611200,POÇÃO,"-36,70588","-8,186227"
2611309,POMBOS,"-35,396195","-8,14436"
2611408,PRIMAVERA,"-35,353943","-8,331376"
2611507,QUIPAPÁ,"-36,01199","-8,827885"
2611533,QUIXABA,"-37,846446","-7,718126"
2611606,RECIFE,"-34,888942","-8,062762"
2611705,RIACHO DAS ALMAS,"-35,860875","-8,127033"
2611804,RIBEIRÃO,"-35,376131","-8,511116"
2611903,RIO FORMOSO,"-35,155433","-8,662171"
2612000,SAIRÉ,"-35,710248","-8,327614"
2612109,SALGADINHO,"-35,638061","-7,939484"
2612208,SALGUEIRO,"-39,120851","-8,070678"
2612307,SALOÁ,"-36,692729","-8,975995"
2612406,SANHARÓ,"-36,562507","-8,362962"
2612455,SANTA CRUZ,"-40,337688","-8,237961"
2612471,SANTA CRUZ DA BAIXA VERDE,"-38,153138","-7,82147"
2612505,SANTA CRUZ DO CAPIBARIBE,"-36,20395","-7,95519"
2612554,SANTA FILOMENA,"-40,615775","-8,160511"
2612604,SANTA MARIA DA BOA VISTA,"-39,824236","-8,804127"
2612703,SANTA MARIA DO CAMBUCÁ,"-35,885243","-7,831813"
2612802,SANTA TEREZINHA,"-37,480033","-7,370356"
2612901,SÃO BENEDITO DO SUL,"-35,931123","-8,810438"
2613008,SÃO BENTO DO UNA,"-36,446298","-8,519868"
2613107,SÃO CAITANO,"-36,13736","-8,327361"
2613206,SÃO JOÃO,"-36,368253","-8,877559"
2613305,SÃO JOAQUIM DO MONTE,"-35,809491","-8,432152"
2613404,SÃO JOSÉ DA COROA GRANDE,"-35,145707","-8,894195"
2613503,SÃO JOSÉ DO BELMONTE,"-38,759454","-7,86174"
2613602,SÃO JOSÉ DO EGITO,"-37,275072","-7,474025"
2613701,SÃO LOURENÇO DA MATA,"-35,041278","-7,995938"
2613800,SÃO VICENTE FERRER,"-35,490122","-7,592213"
2613909,SERRA TALHADA,"-38,296315","-7,987998"
2614006,SERRITA,"-39,292623","-7,95434"
2614105,SERTÂNIA,"-37,26739","-8,07245"
2614204,SIRINHAÉM,"-35,116405","-8,59337"
2614303,MOREILÂNDIA,"-39,553754","-7,629983"
2614402,SOLIDÃO,"-37,64747","-7,602126"
2614501,SURUBIM,"-35,756784","-7,835157"
2614600,TABIRA,"-37,540266","-7,591137"
2614709,TACAIMBÓ,"-36,290404","-8,315611"
2614808,TACARATU,"-38,153461","-9,1057"
2614857,TAMANDARÉ,"-35,090647","-8,704689"
2615003,TAQUARITINGA DO NORTE,"-36,043338","-7,90216"
2615102,TEREZINHA,"-36,621476","-9,057778"
2615201,TERRA NOVA,"-39,374422","-8,230358"
2615300,TIMBAÚBA,"-35,318772","-7,511746"
2615409,TORITAMA,"-36,056843","-8,00665"
2615508,TRACUNHAÉM,"-35,237923","-7,802689"
2615607,TRINDADE,"-40,265591","-7,761795"
2615706,TRIUNFO,"-38,10706","-7,830876"
2615805,TUPANATINGA,"-37,340233","-8,751582"
2615904,TUPARETAMA,"-37,311182","-7,598759"
2616001,VENTUROSA,"-36,878372","-8,576527"
2616100,VERDEJANTE,"-38,974283","-7,932884"
2616183,VERTENTE DO LÉRIO,"-35,853003","-7,774819"
2616209,VERTENTES,"-35,989306","-7,905743"
2616308,VICÊNCIA,"-35,320301","-7,65296"
2616407,VITÓRIA DE SANTO ANTÃO,"-35,293864","-8,118748"
2616506,XEXÉU,"-35,624235","-8,803313"
2700102,ÁGUA BRANCA,"-37,940715","-9,267025"
2700201,ANADIA,"-36,300814","-9,684084"
2700300,ARAPIRACA,"-36,657297","-9,755907"
2700409,ATALAIA,"-36,021427","-9,501387"
2700508,BARRA DE SANTO ANTÔNIO,"-35,500298","-9,409278"
2700607,BARRA DE SÃO MIGUEL,"-35,90745","-9,838998"
2700706,BATALHA,"-37,127092","-9,674593"
2700805,BELÉM,"-36,494498","-9,568648"
2700904,BELO MONTE,"-37,278439","-9,826989"
2701001,BOCA DA MATA,"-36,211725","-9,645145"
2701100,BRANQUINHA,"-36,020034","-9,246583"
2701209,CACIMBINHAS,"-36,99687","-9,405163"
2701308,CAJUEIRO,"-36,156379","-9,389661"
2701357,CAMPESTRE,"-35,566718","-8,848375"
2701407,CAMPO ALEGRE,"-36,352435","-9,783416"
2701506,CAMPO GRANDE,"-36,79084","-9,956923"
2701605,CANAPI,"-37,605647","-9,11738"
2701704,CAPELA,"-36,075008","-9,412932"
2701803,CARNEIROS,"-37,37475","-9,48068"
2701902,CHÃ PRETA,"-36,299381","-9,261422"
2702009,COITÉ DO NÓIA,"-36,579684","-9,638487"
2702108,COLÔNIA LEOPOLDINA,"-35,719781","-8,912688"
2702207,COQUEIRO SECO,"-35,795363","-9,637554"
2702306,CORURIPE,"-36,176078","-10,126547"
2702355,CRAÍBAS,"-36,772391","-9,619934"
2702405,DELMIRO GOUVEIA,"-37,999233","-9,384574"
2702504,DOIS RIACHOS,"-37,08985","-9,385671"
2702553,ESTRELA DE ALAGOAS,"-36,758333","-9,387405"
2702603,FEIRA GRANDE,"-36,677686","-9,900437"
2702702,FELIZ DESERTO,"-36,307188","-10,292381"
2702801,FLEXEIRAS,"-35,724372","-9,273235"
2702900,GIRAU DO PONCIANO,"-36,830314","-9,887364"
2703007,IBATEGUARA,"-35,931184","-8,976985"
2703106,IGACI,"-36,62816","-9,533689"
2703205,IGREJA NOVA,"-36,653345","-10,129299"
2703304,INHAPI,"-37,752637","-9,223899"
2703403,JACARÉ DOS HOMENS,"-37,207833","-9,636659"
2703502,JACUÍPE,"-35,460998","-8,840301"
2703601,JAPARATINGA,"-35,258658","-9,088974"
2703700,JARAMATAIA,"-37,003596","-9,658352"
2703759,JEQUIÁ DA PRAIA,"-36,027334","-10,009592"
2703809,JOAQUIM GOMES,"-35,74903","-9,135979"
2703908,JUNDIÁ,"-35,555597","-8,938877"
2704005,JUNQUEIRO,"-36,471522","-9,93161"
2704104,LAGOA DA CANOA,"-36,735789","-9,830876"
2704203,LIMOEIRO DE ANADIA,"-36,503897","-9,738613"
2704302,MACEIÓ,"-35,70163","-9,660822"
2704401,MAJOR ISIDORO,"-36,9848","-9,526644"
2704500,MARAGOGI,"-35,223015","-9,015456"
2704609,MARAVILHA,"-37,356635","-9,233997"
2704708,MARECHAL DEODORO,"-35,893069","-9,739156"
2704807,MARIBONDO,"-36,306603","-9,57725"
2704906,MAR VERMELHO,"-36,38504","-9,447773"
2705002,MATA GRANDE,"-37,725224","-9,114806"
2705101,MATRIZ DE CAMARAGIBE,"-35,533555","-9,158526"
2705200,MESSIAS,"-35,840378","-9,391812"
2705309,MINADOR DO NEGRÃO,"-36,864916","-9,303683"
2705408,MONTEIRÓPOLIS,"-37,245272","-9,602328"
2705507,MURICI,"-35,947556","-9,316301"
2705606,NOVO LINO,"-35,660964","-8,943159"
2705705,OLHO D'ÁGUA DAS FLORES,"-37,297891","-9,533601"
2705804,OLHO D'ÁGUA DO CASADO,"-37,836243","-9,501446"
2705903,OLHO D'ÁGUA GRANDE,"-36,806746","-10,058495"
2706000,OLIVENÇA,"-37,190819","-9,519456"
2706109,OURO BRANCO,"-37,354444","-9,163415"
2706208,PALESTINA,"-37,331136","-9,673097"
2706307,PALMEIRA DOS ÍNDIOS,"-36,630984","-9,406159"
2706406,PÃO DE AÇÚCAR,"-37,435139","-9,747042"
2706422,PARICONHA,"-38,009826","-9,257884"
2706448,PARIPUEIRA,"-35,559105","-9,466313"
2706505,PASSO DE CAMARAGIBE,"-35,491275","-9,244847"
2706604,PAULO JACINTO,"-36,372742","-9,373364"
2706703,PENEDO,"-36,58046","-10,29611"
2706802,PIAÇABUÇU,"-36,434352","-10,407362"
2706901,PILAR,"-35,948518","-9,606894"
2707008,PINDOBA,"-36,286541","-9,476211"
2707107,PIRANHAS,"-37,750393","-9,623559"
2707206,POÇO DAS TRINCHEIRAS,"-37,279298","-9,302914"
2707305,PORTO CALVO,"-35,398334","-9,052448"
2707404,PORTO DE PEDRAS,"-35,297015","-9,156086"
2707503,PORTO REAL DO COLÉGIO,"-36,824629","-10,173733"
2707602,QUEBRANGULO,"-36,477222","-9,323547"
2707701,RIO LARGO,"-35,852422","-9,486158"
2707800,ROTEIRO,"-35,98121","-9,832189"
2707909,SANTA LUZIA DO NORTE,"-35,823488","-9,596768"
2708006,SANTANA DO IPANEMA,"-37,245407","-9,372284"
2708105,SANTANA DO MUNDAÚ,"-36,225234","-9,165033"
2708204,SÃO BRÁS,"-36,898949","-10,12031"
2708303,SÃO JOSÉ DA LAJE,"-36,057388","-9,011066"
2708402,SÃO JOSÉ DA TAPERA,"-37,383708","-9,549396"
2708501,SÃO LUÍS DO QUITUNDE,"-35,565491","-9,314117"
2708600,SÃO MIGUEL DOS CAMPOS,"-36,094264","-9,779935"
2708709,SÃO MIGUEL DOS MILAGRES,"-35,369119","-9,267186"
2708808,SÃO SEBASTIÃO,"-36,551092","-9,931657"
2708907,SATUBA,"-35,82854","-9,569428"
2708956,SENADOR RUI PALMEIRA,"-37,453646","-9,463391"
2709004,TANQUE D'ARCA,"-36,436742","-9,531962"
2709103,TAQUARANA,"-36,496768","-9,64232"
2709152,TEOTÔNIO VILELA,"-36,355563","-9,907498"
2709202,TRAIPU,"-37,006006","-9,971059"
2709301,UNIÃO DOS PALMARES,"-36,033143","-9,159524"
2709400,VIÇOSA,"-36,248393","-9,377054"
2800100,AMPARO DE SÃO FRANCISCO,"-36,927484","-10,133971"
2800209,AQUIDABÃ,"-37,022181","-10,292518"
2800308,ARACAJU,"-37,048213","-10,907216"
2800407,ARAUÁ,"-37,612337","-11,264505"
2800506,AREIA BRANCA,"-37,313363","-10,758192"
2800605,BARRA DOS COQUEIROS,"-37,041242","-10,906799"
2800670,BOQUIM,"-37,623573","-11,146392"
2800704,BREJO GRANDE,"-36,47182","-10,418943"
2801009,CAMPO DO BRITO,"-37,496356","-10,743335"
2801108,CANHOBA,"-36,973845","-10,138744"
2801207,CANINDÉ DE SÃO FRANCISCO,"-37,787964","-9,654104"
2801306,CAPELA,"-37,054833","-10,5061"
2801405,CARIRA,"-37,701919","-10,358017"
2801504,CARMÓPOLIS,"-36,990816","-10,646819"
2801603,CEDRO DE SÃO JOÃO,"-36,884036","-10,247765"
2801702,CRISTINÁPOLIS,"-37,75466","-11,473558"
2801900,CUMBE,"-37,187899","-10,357025"
2802007,DIVINA PASTORA,"-37,149345","-10,677376"
2802106,ESTÂNCIA,"-37,440011","-11,267949"
2802205,FEIRA NOVA,"-37,316118","-10,270533"
2802304,FREI PAULO,"-37,541876","-10,540085"
2802403,GARARU,"-37,084372","-9,967351"
2802502,GENERAL MAYNARD,"-36,987984","-10,68653"
2802601,GRACHO CARDOSO,"-37,196055","-10,2262"
2802700,ILHA DAS FLORES,"-36,538635","-10,434276"
2802809,INDIAROBA,"-37,515095","-11,518507"
2802908,ITABAIANA,"-37,426861","-10,685716"
2803005,ITABAIANINHA,"-37,787411","-11,276785"
2803104,ITABI,"-37,09965","-10,12349"
2803203,ITAPORANGA D'AJUDA,"-37,307827","-10,996733"
2803302,JAPARATUBA,"-36,941786","-10,589467"
2803401,JAPOATÃ,"-36,800756","-10,34651"
2803500,LAGARTO,"-37,666353","-10,915301"
2803609,LARANJEIRAS,"-37,160568","-10,79703"
2803708,MACAMBIRA,"-37,543445","-10,66415"
2803807,MALHADA DOS BOIS,"-36,918902","-10,346452"
2803906,MALHADOR,"-37,31146","-10,660044"
2804003,MARUIM,"-37,083314","-10,736932"
2804102,MOITA BONITA,"-37,345749","-10,579044"
2804201,MONTE ALEGRE DE SERGIPE,"-37,561426","-10,025862"
2804300,MURIBECA,"-36,957001","-10,427427"
2804409,NEÓPOLIS,"-36,576718","-10,315878"
2804458,NOSSA SENHORA APARECIDA,"-37,454439","-10,394651"
2804508,NOSSA SENHORA DA GLÓRIA,"-37,419921","-10,215687"
2804607,NOSSA SENHORA DAS DORES,"-37,193711","-10,492054"
2804706,NOSSA SENHORA DE LOURDES,"-37,050473","-10,078616"
2804805,NOSSA SENHORA DO SOCORRO,"-37,128496","-10,848754"
2804904,PACATUBA,"-36,647986","-10,4499"
2805000,PEDRA MOLE,"-37,686027","-10,618119"
2805109,PEDRINHAS,"-37,681128","-11,193503"
2805208,PINHÃO,"-37,722111","-10,56669"
2805307,PIRAMBU,"-36,859746","-10,741056"
2805406,POÇO REDONDO,"-37,684214","-9,80579"
2805505,POÇO VERDE,"-38,176658","-10,707599"
2805604,PORTO DA FOLHA,"-37,276635","-9,919259"
2805703,PROPRIÁ,"-36,842099","-10,208207"
2805802,RIACHÃO DO DANTAS,"-37,729341","-11,066402"
2805901,RIACHUELO,"-37,193457","-10,731651"
2806008,RIBEIRÓPOLIS,"-37,432939","-10,54519"
2806107,ROSÁRIO DO CATETE,"-37,031323","-10,69459"
2806206,SALGADO,"-37,477755","-11,022119"
2806305,SANTA LUZIA DO ITANHY,"-37,449842","-11,353317"
2806404,SANTANA DO SÃO FRANCISCO,"-36,599579","-10,287672"
2806503,SANTA ROSA DE LIMA,"-37,197732","-10,646234"
2806602,SANTO AMARO DAS BROTAS,"-37,056311","-10,782011"
2806701,SÃO CRISTÓVÃO,"-37,209499","-11,013677"
2806800,SÃO DOMINGOS,"-37,568429","-10,792326"
2806909,SÃO FRANCISCO,"-36,88624","-10,346486"
2807006,SÃO MIGUEL DO ALEIXO,"-37,383976","-10,387772"
2807105,SIMÃO DIAS,"-37,809431","-10,738062"
2807204,SIRIRI,"-37,112225","-10,605036"
2807303,TELHA,"-36,88385","-10,209173"
2807402,TOBIAS BARRETO,"-37,999001","-11,18433"
2807501,TOMAR DO GERU,"-37,845371","-11,368052"
2807600,UMBAÚBA,"-37,661147","-11,379872"
2900108,ABAÍRA,"-41,661608","-13,253532"
2900207,ABARÉ,"-39,116588","-8,723418"
2900306,ACAJUTIBA,"-38,018286","-11,662613"
2900355,ADUSTINA,"-38,115506","-10,529572"
2900405,ÁGUA FRIA,"-38,768078","-11,872931"
2900504,ÉRICO CARDOSO,"-42,136164","-13,422348"
2900603,AIQUARA,"-39,885778","-14,127277"
2900702,ALAGOINHAS,"-38,422616","-12,134183"
2900801,ALCOBAÇA,"-39,194214","-17,518933"
2900900,ALMADINA,"-39,635903","-14,706048"
2901007,AMARGOSA,"-39,598123","-13,034451"
2901106,AMÉLIA RODRIGUES,"-38,755557","-12,400188"
2901155,AMÉRICA DOURADA,"-41,437163","-11,449646"
2901205,ANAGÉ,"-41,127113","-14,611326"
2901304,ANDARAÍ,"-41,324642","-12,801351"
2901353,ANDORINHA,"-39,832336","-10,34424"
2901403,ANGICAL,"-44,695823","-12,006683"
2901502,ANGUERA,"-39,248499","-12,149587"
2901601,ANTAS,"-38,331042","-10,412702"
2901700,ANTÔNIO CARDOSO,"-39,118662","-12,434839"
2901809,ANTÔNIO GONÇALVES,"-40,275659","-10,575798"
2901908,APORÁ,"-38,079995","-11,655394"
2901957,APUAREMA,"-39,742132","-13,853229"
2902005,ARACATU,"-41,461685","-14,42663"
2902054,ARAÇAS,"-38,198288","-12,2152"
2902104,ARACI,"-38,960958","-11,335728"
2902203,ARAMARI,"-38,503066","-12,088183"
2902252,ARATACA,"-39,413282","-15,260873"
2902302,ARATUÍPE,"-39,002911","-13,080597"
2902401,AURELINO LEAL,"-39,321997","-14,316949"
2902500,BAIANÓPOLIS,"-44,536098","-12,304125"
2902609,BAIXA GRANDE,"-40,166861","-11,959357"
2902658,BANZAÊ,"-38,61187","-10,574092"
2902708,BARRA,"-43,143639","-11,088955"
2902807,BARRA DA ESTIVA,"-41,331696","-13,620205"
2902906,BARRA DO CHOÇA,"-40,576373","-14,864273"
2903003,BARRA DO MENDES,"-42,059128","-11,808828"
2903102,BARRA DO ROCHA,"-39,601386","-14,210029"
2903201,BARREIRAS,"-45,004168","-12,144925"
2903235,BARRO ALTO,"-41,912096","-11,761064"
2903276,BARROCAS,"-39,078669","-11,529113"
2903300,BARRO PRETO,"-39,473335","-14,809754"
2903409,BELMONTE,"-38,880303","-15,861396"
2903508,BELO CAMPO,"-41,260033","-15,033496"
2903607,BIRITINGA,"-38,812159","-11,62011"
2903706,BOA NOVA,"-40,200522","-14,362608"
